web-scraper-order,web-scraper-start-url,aircraft_type,aircraft_type-href,aircraft_comments
"1612887582-20911","https://www.seatguru.com/airlines/British_Airways/information.php","Airbus A380-800 (388)","https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php","To the left and in front to the right are storage areas for cabin crew, they are in and out the whole flight banging the door. In front of this seat is a curtain which has Velcro in the middle, so the large cabin of business passengers and the cabin behind (as they don't seem to stop this) are constantly picking up the curtain to get through to use the loo. This is the only time on a flight in business class that I have had to queue for more than 20 minutes to use the bathroom. There is no window to look out of as the 'window' seat next to this seat has no window."
"1612887630-22030","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Boeing 757-200 (75D)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Boeing_757-200_Hawaii_75H_v2.php","For the first time ever, I found these specific seats [Delta 757-200] to have virtually no padding, unlike the middle seat which was more ""normal"" in terms of padding. I am guessing the lack of padding was similar to the  and minimal padding on the ""low positioned"" A and F seats in this row"
"1612887662-22869","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Boeing 767-300ER (76Z) Layout 4","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Boeing_767-300ER_76Z.php","This should be labelled a DIS-Comfort seat! Draughs from the exit door, cramped seats and barely any leg room, limited overhead bin space and no Reserved for Comfort labeling, close to the toilets, had to pull tray and video screen from the seat, always in the way, had to ask my fellow passenger to move to accomplish these tasks. An outrage you are being asked to pay extra for this seat on this 767."
"1612887614-21700","https://www.seatguru.com/airlines/Delta_Airlines/information.php","McDonnell Douglas MD-88 (M88)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_MD-88_2.php","Labeled as an Exit row however you have less leg room than in a standard seat"
"1612887644-22550","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Airbus A321 (321) Layout 1","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Airbus_A321.php","This is a good seat because it has a ton of legroom with a missing seat in front but there are two minor drawbacks.  First is that the crew seat is directly in front of you so you get to make awkward eye contact with the FA during takeoff and landing.  Second is that the IFE is on an arm that you have to pull up from under the seat.  The FA will not let you use this during takeoff and landing.  Not a big deal on a long flight but on a short flight it significantly cuts into your IFE time.  Overall still a great seat but like most exit row seats you are making some minor compromises in exchange for the unlimited legroom."
"1612887674-23186","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Airbus A330-300 (333)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Airbus_A330_200_new.php","I chose 14J as it didn't have anything negative written about. I would like to warn people about the window seat here. This seat gets two windows, one up near your knees and a second back just behind your ears. I found this to be a problem. I like to lean on the space between windows while flying so I can sleep. I was unable to do this. If I lean just to my right, the window itself was too far from my seat so the arm rest was jabbing me in the side. I attempted to sleep on the tray. However, Delta gave the seats extra legroom, but they didn't modify the trays, so they don't extend too far. If the seat in front of you is reclined all the way, you can't lean on the tray. Sleeping in this seat was very difficult."
"1612887571-20033","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 777-200 (772) Three Class Layout 1","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200B_2.php","Flew LHR to BOM. Feb 6th 2016. Awful seat, tired cushion with no support, crackling Flt Entertainment, very small screen to watch movie. With controls in armrest between next seat, my light and entertainment was constantly being altered and switched on and off by other passenger with lille room to move in his seat. The stewardess collecting rubbish could be heard over the movie shouting like a barrow boy from the Market. My last flight with BA. Emirates for my next 3 flights to BOM this year."
"1612887559-19617","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 787-9 (789)","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-9.php","I was really pleased with this seat. I was meant to be in a World Traveller Plus seat (LHR > AUH) but upgraded for cash at the airport (£549) and was assigned seat 10A. BA gets a lot of criticism (perhaps rightly) but one thing that is great about its business class (Club World) window seats is the level of privacy. Once the privacy shield was raised I was cocooned in my own little world with 3 windows to my right and great bloody marys on tap. This seat also has direct aisle access (no jumping over someone else's legs like other window seats). By comparison the aisle seats are very exposed and I would not have been happy sitting in one of those. 10A is great if you can get it."
"1612887598-21219","https://www.seatguru.com/airlines/Emirates_Airlines/information.php","Airbus A380-800 (388) Three Class Layout 2","https://www.seatguru.com/airlines/Emirates_Airlines/Emirates_Airlines_Airbus_A380_B.php","Best Economy flight I ever had. Great legroom and space even when seat in front is fully reclined. The entertainment was way better then the ones of Lufthansa and Qatar Airways. The Screens were enormous and in HD and also the remote was on the newest stand. The free Wifi was perfectly working and the service was standard."
"1612887451-18630","https://www.seatguru.com/airlines/American_Airlines/information.php","Boeing 777-300ER (77W)","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_777-300_ER.php","I recently flew from MIA to LHR on a night flight and it was a bad experience - the leg room is just not sufficient for someone above 1.80m (I am 1.92m and was not able to fit my legs without my knees pressing against the seat in front of me). And while the entertainment system is very responsive compared to older systems, the screen can't be tilted and the headphone plug is located under the screen and not in the arm wrest (which I find not ideal as I accidently unplugged the headphones at least 5 times). Overall, the experience was much less pleasent than on the US Airways (now also American) flight I took a few days earlier from LHR to CLT, which was a A330 with a slighty older entertainment system (still same movie selection) but with much more leg room."
"1612887622-21827","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Boeing 757-300 (75Y)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Boeing_757-300_75Y.php","Love 1D - even though you're at the bulkhead, you feel like you have much more room since no one reclines in front of you and you can sort of 'spill out' to your right against the window.  I'm 6'2"" and I prefer these bulkheads to the other seats.  I like these better than the bulkheads on the 737s which do feel constrained."
"1612887445-18230","https://www.seatguru.com/airlines/American_Airlines/information.php","Airbus A319 (319)","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Airbus_A319.php","Great leg room.  Almost no recline."
"1612887561-19750","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 787-8 (788)","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php","Seat is behind cupboard which inconsiderate cabin crew open and bang into foot of bed"
"1612887445-18242","https://www.seatguru.com/airlines/American_Airlines/information.php","Airbus A319 (319)","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Airbus_A319.php","I am an Executive Platinum customer and typically fly 737s on the LGA-MIA route. This flight was a pleasant surprise. Beautiful new leather seats, each equipped with TVs like you'd see on a A321 or a long-haul 777. Seat had ample legroom. The safety card read ""06/16 REVISION"" so I would believe it if someone told me the plane is brand spanking new. Nice to see American stepping it up, however they need to accelerate their fleet refresh"
"1612887592-21047","https://www.seatguru.com/airlines/Emirates_Airlines/information.php","Boeing 777-300ER (77W) Three Class Layout 1","https://www.seatguru.com/airlines/Emirates_Airlines/Emirates_Airlines_Boeing_777-300ER_3class_private.php","I flew business boston to dubai on dec 14, 2017 and the plane they used was very old and dated.  four of us flew business and were very disappointed at the aging plane.  the leg from dubai to delhi was amazing, brand new with all the bells and whistles.  i don't recommend emirates flight ek238 from boston to delhi, pick another airline for that leg.  seat is angled flat not completely flat.  kids meal terrible.  staff was excellent and regular meals good.  internet didn't work entire flight."
"1612887618-21794","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Embraer E-175 (E75) Layout 1","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Embraer_ERJ-175.php","This seat has power."
"1612887630-22012","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Boeing 757-200 (75D)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Boeing_757-200_Hawaii_75H_v2.php","This seat is freezing and should be downgraded. It has a ""armrest"" on the exit door that sits pretty much at knee level, so it is useless. The metal frame to the door is extremely cold, so you can't lean your body against that side. I jammed my coat and scarf in between the seat and door, and FROST formed on my coat. I also had frost thick enough on the windows to write my name. I have pictures of all of this, too. I sat on the same or similar plane on the way out in an opposite exit row and had problems with it being ridiculously cold, too. There is leg room and storage under the seat, but a below-zero sleeping bag should come with these seats."
"1612887634-22195","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Boeing 737-900ER (739)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Boeing_737-900ER.php","better than bulkhead since there is no wall separation with the business class. tons of legroom. Foldable TV set Bizz class style is a bit smaller than the ones in the back of the seats for the other rows"
"1612887514-19122","https://www.seatguru.com/airlines/Air_France/information.php","Airbus A380-800 (380)","https://www.seatguru.com/airlines/Air_France/Air_France_Airbus_A380_V2.php","The seat is a bad seat for overnight flights. There are permanently flight attendants in the galley working (with light fully turned on), which makes it difficult to fall asleep. The additional legroom is also used to park trolley while preparing service.
I recommend to board very late, as in Paris CDG the economy class boards via the exit in front of 10B/10C.
The seat itself is narrow (even narrower as 10B as flight entertaining systems are in both armrests. The seat has very limited overhead compartments, as the flight crew uses it for their luggage."
"1612887644-22608","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Airbus A321 (321) Layout 1","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Airbus_A321.php","The seat has plenty of leg room, but the seat width is narrower due to the TV and seat tray in the armrest.  It is okay but becomes uncomfortable."
"1612887592-21072","https://www.seatguru.com/airlines/Emirates_Airlines/information.php","Boeing 777-300ER (77W) Three Class Layout 1","https://www.seatguru.com/airlines/Emirates_Airlines/Emirates_Airlines_Boeing_777-300ER_3class_private.php","Travelled recently between SEA & DXB. Had the 777-300ER which felt a little dated as compared to the 380 in the next leg of the journey.
For these seats as well as 46 A&B, the arm rest between the seats are fixed. Also, watch out for the overhead space. There isn't much to spare."
"1612887571-20030","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 777-200 (772) Three Class Layout 1","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200B_2.php","Great if you want privacy, not so good if you opted for a window seat to have a window seat (as there isnt one), only half of one. The seat (and 4A) are perfect if you dont like or cant jump over a fellow passengers feet if you want to leave your seat. Best seats in Business on this flight are A11 and K11."
"1612887427-17439","https://www.seatguru.com/airlines/American_Airlines/information.php","Embraer ERJ-175 (E75) Layout 1","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_ERJ-175_MCE.php","I had the opportunity to fly recently on an Alaska Airlines flight from Minneapolis (MSP) to San Diego (SAN) and back the following week. I had the good fortune to upgrade from Premium Economy (not bad) to First Class (wonderful). Single-wide seats are a brilliant blessing in today's ""cram 'em in like sardines"" airline economy. Sure, I miss having power outlets (not even USB), headphone jacks, and no LCD television console, but the joy-- THE JOY!-- of being able to sit normally in a seat without my knees being crushed or my sides smashed (I'm 6 feet tall and about 270 pounds-- I'm no svelte jetsetter) was so wonderful. Haven't been this comfortable since the Boeing 727."
"1612887471-18797","https://www.seatguru.com/airlines/Air_France/information.php","RJ-85 Avroliner (AR8)","https://www.seatguru.com/airlines/Air_France/Air_France_Avro_RJ85.php","Watch out for Rows 6,7 & 8 as the bins above these rows are just half height due to the wings being above these rows - they won't fit a carry-on case. I had 13A outward which was fine though a bit noisy and view was obscured by engine - 14A would have had better view. I chose seat 4F on the way back and that was perfect. NB Row 3 might feel claustrophobic as they pull that silly curtain across to shield the premium passengers from 'the great unwashed'!
Excellent leg room and comfortable leather seats."
"1612887571-20008","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 777-200 (772) Three Class Layout 1","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200B_2.php","The reviews of 2K from MCO to GAT business class are spot on. It is quite and like you are on the plane alone! Service os great!"
"1612887576-20262","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 777-200 (772) Four Class","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200.php","Old style premium economy seats, with a small screen and and very limited entertainment system. Very disappointing. Prices have increase since BA introduced the A380 on the HK route and it is not justified when flying on the 777-200."
"1612887419-17376","https://www.seatguru.com/airlines/American_Airlines/information.php","Bombardier CRJ-700 (CR7) Layout 3","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Canadair_CRJ700_V3.php","Because I hate flying, when I do fly on this plane, I prefer first class.  It is a smoother ride and first class seats 1-3, they are really nice as you have a window view and an isle seat all at once."
"1612887650-22694","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Airbus A319 (319)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Airbus_A319_31J.php","Slightly narrower seat with tray table in  armrest. Tv is not on seatback in front, it is fold down. Cant watch during takeoff. More legroom than average"
"1612887606-21467","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Bombardier CRJ-900 (CR9)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Canadair_CRJ900_C.php","Seat 9A was a great comfort+ seat. Sure, leg room may be tight, but it's a regional jet so there's no reason to think it would have extensive leg room. This seat had great head side window alignment. This flight was operated by N924XJ, an Endeavor Air CRJ900."
"1612887451-18688","https://www.seatguru.com/airlines/American_Airlines/information.php","Boeing 777-300ER (77W)","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_777-300_ER.php","The first class seat was very comfortable for both relaxation and sleeping.  The video screen is large and the selection of movies is the best of any U.S. airline.  It is on a par with oneworld partner BA, but not as nice as Asian carriers like CX."
"1612887582-20590","https://www.seatguru.com/airlines/British_Airways/information.php","Airbus A380-800 (388)","https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php","On all the seats, the armrest only goes up to about 60 degrees.  That means if you don't have someone next to you the armrest still blocks that space and it is very difficult to get comfortable.  HATE this plane"
"1612887674-23128","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Airbus A330-300 (333)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Airbus_A330_200_new.php","Had this seat from ATL to LHR.  When comparing this upper class seat to the Boeing 767-300 this seat wins hands down.  Better seat controls.  More foot room when in lie flat mode.  Bigger and better avod screen.  And you have air gaspers on this plane that are not available on the 767-300.  Also the seat cushion seemed better."
"1612887640-22517","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Boeing 717-200 (717)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Boeing_717.php","10E is a fantastic seat. Tons of leg room, seats are good width. The only issue on my flight was condensation from the air conditioning dripped on me a few times. But aside from that, this is the best seat in coach in my opinion."
"1612887439-17901","https://www.seatguru.com/airlines/American_Airlines/information.php","Airbus A321 (321) Layout 2","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Airbus_A321_V3.php","Despite the fact that the seat was actually wider and with better pitch than the 787-9 I transferred from in DFW, this seat ended up being sooo uncomfortable. Saggy bottom, no lower back support. This is a tired old ex-USAirways jet that they inherited. The new logo is literally glued on top of the old USAir logo on the bulkheads. Dirty and sparse, this is not an aircraft a modern North American carrier should be flying anymore. Will avoid in future."
"1612887539-19345","https://www.seatguru.com/airlines/British_Airways/information.php","Airbus A321 (321) European","https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A321_D.php","The seats in Club Europe is very uncomfortable, the middle seat is not removed but has a tray bolted across the arm rests. BA website seat map shows two seats which is misleading. It is very hard to get in and out of the window seat due to the bolted tray. It is better to get a coach seat so if there is no one in the middle seat, you can lift the arm rest and enjoy the extra space."
"1612887550-19467","https://www.seatguru.com/airlines/British_Airways/information.php","Airbus A319 (319) European","https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A319_D.php","81cm distance to front seat, seat located at exit doors. Free upgrade due to overlapping reservation for booked seat at gangway. space is good for for person up to 190cm height."
"1612887550-19478","https://www.seatguru.com/airlines/British_Airways/information.php","Airbus A319 (319) European","https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A319_D.php","I paid an additional fee for the extra leg room in seat 4C on this flight from London to Rome only to discover upon boarding that row 4 has no additional leg room and was the equivalent of a discounted economy seat, except that the middle seat remained empty. The seat is not at all suitable for a tall passenger and should not be rated as a standard business class seat."
"1612887439-17921","https://www.seatguru.com/airlines/American_Airlines/information.php","Airbus A321 (321) Layout 2","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Airbus_A321_V3.php","PHX to ORD, really nice flight. The window is not misallined. I am used to no IFE on long flights. Wi-Fi worked very well. Five stars out of five stars. Good job American"
"1612887493-18864","https://www.seatguru.com/airlines/Air_France/information.php","Airbus A318 (318)","https://www.seatguru.com/airlines/Air_France/Air_France_Airbus_A318_A.php","It is a great seat, has vear outside views and is close to emergency exits etc."
"1612887600-21280","https://www.seatguru.com/airlines/Emirates_Airlines/information.php","Airbus A380-800 (388) Three Class Layout 1","https://www.seatguru.com/airlines/Emirates_Airlines/Emirates_Airlines_Airbus_A380.php","Great seat for a daytime flight as the seat is the front row of economy and has better legroom and the advantage of nobody in front reclining their seat. It's easy to get out of the seat to visit the lavatories which are close. At night the proximity of the small purser's office would be a distraction though."
"1612887664-22943","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Boeing 767-300ER (76T/76W) Layout 1","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Boeing_767-300ER_A.php","Originally booked for seat 19F at extra cost but was asked to move to 20F to accomodate another passenger. Was told the only difference was extra legroom in row 20.  In fact, seat was hard as a rock and had NO recline. What a gyp and an insult! NO RECLINE ON A SEVEN HOUR FLIGHT!"
"1612887576-20252","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 777-200 (772) Four Class","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200.php","I have flown all the major carriers biz class long haul but this was the first time i had flown BA biz class and was looking forward to it. The service level was ok but i was not happy with the seating configuration. The seat was narrow with little space for personal belongings, it was exposed to the aisle with people moving up and down it and it afforded little privacy given that i was sitting opposite someone. Additionally people had to climb over me to get to their cubicle whilst the flat bed was not a full bed - there was a gap between the footrest and the main bed. If this is the normal seats for biz class BA have got a long way to go to compete against the likes of Singapore and Emirates."
"1612887580-20530","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 747-400 (744) Layout 1","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php","Great Economy seat the extra space between the seat and window was a perfect place for my bag and the extra space next left from the missing 51A gives extra leg room.  Add in only having one person between this seat and the aisle."
"1612887439-17845","https://www.seatguru.com/airlines/American_Airlines/information.php","Airbus A321 (321) Layout 2","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Airbus_A321_V3.php","All exit row 9-10 seats are fantastic if you value legroom and aisle access above all else. I'm 6', 175 lbs with longer than average legs; I book these seats as early as possible. This row has no in-flight entertainment system, so carry your own tablet/phone/etc. I've taken 5 hour flights in this seat and it's easily my favorite in the cabin."
"1612887634-22268","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Boeing 737-900ER (739)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Boeing_737-900ER.php","Best economy seat on the plane (also 21A).  Seat removed in front of you so great leg room. In flight entertainment screen is two seats away, so that may be an issue for some.  The photo submitter showing his phone plugged in 2 seats away must have missed the fact that the seat has both USB and standard plug in the base, and there is a remote for in-flight  that has a headphone jack. Overall the seats on this new plane are not well padded, but if you have to fly it, this is the seat to get."
"1612887640-22469","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Boeing 717-200 (717)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Boeing_717.php","Bad seat, small legroom, no outside view, a lot of noise and in my flight: really hot."
"1612887630-22024","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Boeing 757-200 (75D)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Boeing_757-200_Hawaii_75H_v2.php","Odd but good seat. It's a small seat - i.e. arm rest does not move like typical bulkhead seat so not so good for larger passenger and no storage underneath seat in front. The exit door in front of the seat sticks out a bit but still have tons of room to stretch out. And can get up easily from 19F to go to the bathroom by passing in front of the row directly in front (row 18) so it's nice to not have to wait for the aisle and middle seats, 19D or 19E, to stand up. Bathroom proximity is nice too. Comfortable plane too for long cross country flight."
"1612887561-19868","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 787-8 (788)","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php","The curtain between the cabins is angled to follow the staggered rows, that means that as the crew walk through the curtain or other PAX return from the bathroom, you get whipped in the face or shoulder by the curtain, making sleep or rest very difficult."
"1612887614-21753","https://www.seatguru.com/airlines/Delta_Airlines/information.php","McDonnell Douglas MD-88 (M88)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_MD-88_2.php","there is no seat in front, so personal items must be stowed above for take off and landing. However, a small pocket for reading material is to the left of the seat."
"1612887559-19535","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 787-9 (789)","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-9.php","The seat is fine for economy, but the box of electronics restrict your feet movement whilst under the seat in front and had the smane problem on the return flight in another row isle seat which is not the best on a long haul flight"
"1612887606-21490","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Bombardier CRJ-900 (CR9)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Canadair_CRJ900_C.php","Nice premium eco seat, nothing in front so it offers unlimited legroom just need to be careful when the cart is coming down the aisle as it is very easy to get bumped."
"1612887630-21974","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Boeing 757-200 (75D)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Boeing_757-200_Hawaii_75H_v2.php","15F actually had underseat storage underneath the first class seat in front of it unexpectedly.  Downside is first class reclines A LOT and interesting problem, because the seat has the video screen in the arm rest because it is a bulkhead like seat (without the wall) if you don't pull out the video screen before they recline you CANNOT because of the upward arc of the movement and the same goes for putting it away.  Extremely poor engineering.  Had to have a flight attendant intervene with the first class passenger to get it out.  Luckily I never had to leave the seat.  Extremely poor for a premium seat."
"1612887582-20806","https://www.seatguru.com/airlines/British_Airways/information.php","Airbus A380-800 (388)","https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php","good seat but the food is terrible for first class BA needs to do better then what they served us"
"1612887439-17919","https://www.seatguru.com/airlines/American_Airlines/information.php","Airbus A321 (321) Layout 2","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Airbus_A321_V3.php","The seat in front reclined so far back, I had less than a foot of room between me and the seat. Also, the seat's entertainment screen would cut in and out and had very grainy video."
"1612887379-16782","https://www.seatguru.com/airlines/Lufthansa/information.php","Boeing 747-400 (744) Layout 2","https://www.seatguru.com/airlines/Lufthansa/Lufthansa_Boeing_747_400_V4.php","Absolutely the best seating arrangement!"
"1612887481-18816","https://www.seatguru.com/airlines/Air_France/information.php","Airbus A320 (320) Layout 3","https://www.seatguru.com/airlines/Air_France/Air_France_Airbus_A320_Metropole_V1.php","Good seat. There is no noise from the motors."
"1612887662-22886","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Boeing 767-300ER (76Z) Layout 4","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Boeing_767-300ER_76Z.php","These are old, old business class seats. The staggered arrangement is such that it is a bit of a struggle to maneuver into the seat when it is anything but fully upright, as the high side walls make for a narrow entry. The space for your feet is very tight, almost like being in a hard plastic sleeping bag."
"1612887596-21144","https://www.seatguru.com/airlines/Emirates_Airlines/information.php","Airbus A380-800 (388) Two Class","https://www.seatguru.com/airlines/Emirates_Airlines/Emirates_Airlines_Airbus_A380_Two_Class.php","Excellent seat, well located with the 2 class configuration. A380 economy seats are adequate, even with a portly neighbour. ICE very good, excellent & friendly service throughout flight"
"1612887561-19840","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 787-8 (788)","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php","I took the Dreamliner from Calgary to London. I was very excited to take the Dreamliner and have the opportunity to fly on basically the most modern aircraft to enter service. The plane was beautiful, the crew were wonderful, as was the food and services. However, this is the end of my compliments for this seat and the dreamliner, mostly due to the seating configuration. The 9-9-9 high density config for this aircraft is a NIGHTMARE. The seats are very poorly designed and not very comfortable. In this seat, as it is an exit row, has limited space because of a piece of padding attached to the side just before the exit door. It reduces your ability to sit straight forward and have to twist into the middle seats space. This is further compounded by how narrow the seats are. Measure 17.3inches and see if your shoulders are narrower than that, if they are GREAT you will fit, if not, you will be very uncomfortable, especially if you have somebody beside you with the same or greater shoulder width. The seats are flush to the cabin wall, where other aircraft have a gap of 2-3"" from the curve of the bulkhead, NOT ON THIS PLANE. The dreamliner was designed for 2-4-2, but some airlines (such as this one) have decided to squeeze that extra seat in there. On top of that the seat pitch is only 31"" if your not in an exit row, this makes for a very uncomfortable flight. If you have legs longer than 34"" you are going to be cramped, if you have shoulders that are larger than 17"", do yourself a favour and buy a ticket in Economy Plus, or look at another airline, it JUST ISN'T WORTH IT. I will fly with BA again they were wonderful, just not on a Dreamliner."
"1612887644-22577","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Airbus A321 (321) Layout 1","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Airbus_A321.php","12A is a bad Delta comfort seat. It not only has no window, but it cuts off shoulder room by about an inch due to some necessary outcropping."
"1612887361-16519","https://www.seatguru.com/airlines/Lufthansa/information.php","Bombardier CRJ-900","https://www.seatguru.com/airlines/Lufthansa/Lufthansa_CRJ-900.php","The window on the right hand side is missing."
"1612887600-21332","https://www.seatguru.com/airlines/Emirates_Airlines/information.php","Airbus A380-800 (388) Three Class Layout 1","https://www.seatguru.com/airlines/Emirates_Airlines/Emirates_Airlines_Airbus_A380.php","We were duped into thinking we would have seats in Row 43 with plenty of leg room but the seating plan displayed for check in was not the correct one for the actual aircraft so we ended up sitting two rows back. There was no space in the overhead lockers so we had to put our carry on bags under the seat in front which reduced our legroom. When are airlines going to get serious about the size and amount of carry on luggage?"
"1612887441-18074","https://www.seatguru.com/airlines/American_Airlines/information.php","Airbus A321 (321) Layout 1","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Airbus_A321_V2.php","The description of AA's First Class seats on their 32B's as recliners is one more example of AA's deceptive advertising practices for the last few years.  From stating they have the newest fleet (four years before they would even be flying the planes), our experience did not match their advertising descriptions.  The First Class seats are a combination of the back reclining maybe 3"" and the seat sliding forward again maybe 3"", the resulting position being both uncomfortable and narrow."
"1612887618-21778","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Embraer E-175 (E75) Layout 1","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Embraer_ERJ-175.php","So much comfort and room. Tons of leg room in row 1. Nice leather seating surfaces complete with a pillow and blanket. My favorite commuter and Delta service is impeccable, especially in first class! Not only did I get an aisle seat, it's also a window seat"
"1612887606-21520","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Bombardier CRJ-900 (CR9)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Canadair_CRJ900_C.php","Delta/Endeavor CR9 very worn interior. Seats 13C/D were great for legroom but seat cushion much worse than I remembered, basically sitting on tiny, hard plastic shelf for 3.5 hours. Awful."
"1612887630-22046","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Boeing 757-200 (75D)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Boeing_757-200_Hawaii_75H_v2.php","Being 6' tall and jammed into 24F is an awful experience. I think I found the 30 inch pitch, and can hardly move. The curvature of the fuselage definitely impedes on my shoulder space. Mercifully, I'm on a short flight. This would be truly unbearable for tall people for anything longer than a few hundred miles."
