Column1;Column2;Column3;Column4;Column5
1612804319-286;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-9 (789);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-9.php;On our outbound flight we sat in front of these seats and heard the couple seated there complain about the Air Con being too strong, we were OK. On our return flight due to technical problems my companion and I were unable to use the seats we pre-paid so we ended up with 43B/C. They really were not good seats and it was absolutely freezing in that enclosed space. I never feel cold on flights, the staff said unless lots of people complain there is nothing they can do. Also, you will be last to be served food & drinks and are located in front of one of only two toilets for this cabin. I would not recommend these seats.
1612804351-1650;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A350-1000 (351);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A350-1000.php;"First flight on BA's new Club World Suite and it's certainly a HUGE improvement on the current, outdated product. The seat is comfortable, there are several storage areas, the TV screen is large, and the sliding door gives welcome privacy on a night flight. The middle seats are great for friends or couples travelling together and row 8 is far enough away from galley and toilets to provide peace and quiet. 

So a very welcome new business class product, but it's a shame that it's taken BA so long to come up with this as they are so far behind most of their competitors (and undoubtedly it will take several years to refurbish the fleet)."
1612804346-1193;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php;"After a bad BA experience twenty years ago I swore, Never again, and Virgin got my business custom.  Sadly last year the Bearded Ones outfit discontinued its LHR  CPT route service, and my wife and I had to resort to BA for our annual winter break (one retirement benefit) in the Western Cape.  We were in seats 14 D & E outbound, and 14A & B (with broken foot rest) inbound.  Obviously the latter are preferable to the former.  These seats were adequate for us trim people; just as well as anyone bigger would have a problem getting out past a reclined seat in front of ones row.  BA markets its premium economy seats as World Traveller Plus.  Plus for sure right as this year in the absence of any competition BA has hiked its fares for WT+ in its tired old 747s (vs Virgins newer A340s), a small and fuzzy video screen (vs Vs larger and sharper) which system packed up in the WT+ section after thirty minutes outbound, and their outrageous additional charging for pre-booking ones seat (vs Vs free choice).  Boarding at CPT was chaotic and, as we saw no reason to Ryanair stampede, we waited for the crowd to thin out.  Consequently we and another couple were last to sit in WT+.  We might as well have been invisible.  After seeing another passenger being served her second glass of sparkling (BA call it champagne) I firmly requested service and we got it.  My wife and many annual swallows to the Western Cape are delighted that Thomas Cook Airlines is starting its LGW  CPT service in December using A330s.  I can again say, Never again, to BA."
1612804340-858;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Four Class;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200.php;This is our favourite seat on a 777. As long as you have a partner in 11K the pair of seats are ideal. Food was good as what service on the trip out to Grenada less good food and service on our return. The Pilot on the return trip told a few jokes and stood by the exit door and said farewell to the passengers. I thought that courtesy stopped years ago.
1612804319-353;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-9 (789);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-9.php;"Media box made it impossible to fit a small backpack under the seat. Even if I could have put it there, there is absolutely no room to maneuver in these seats, either from side to side or front to back. I am a small person, and I found the space extremely tight. My husband is 6'2"" 250 lbs., and he sat with his arms crossed and didn't move the entire flight (he was in the middle seat). On the way home, we paid $170 to upgrade to the exit row seats (Row 30) which was great for legroom. While the seats themselves are comfortable, the width is ridiculously tight; I have only ever flown economy stateside, and I have never been in a seat that small! I do not recommend for anyone over 5 feet and 100 lbs.! We will upgrade or fly another airline next time!"
1612804336-772;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Three Class Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200B_2.php;"LGW to Barbados. 15A&B and 15J&K have wonderful leg room. Perhaps not quite as good as 16C and 16H, but certainly enough to fully stretch out. 

I thought the staff were lovely and the food ok."
1612804340-847;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Four Class;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200.php;"Now that BA have replaced the 747s (they used to use on this route) with the 777 there are literally only two good business class seats - 15K and 15A.  With those two, and those two ONLY you get aisle access and privacy.  But note that you cannot reserve either of these seats until 24 hours before a flight because of the bassenettes. 

Business class in BA, for the rest of the seats, is quite simply horrible and cannot  even begin to compare with American or any other airline for that matter.  In BA the Business class seating is 8 across - same as their premium economy.  In American it is 4.  In BA you always have to face another passenger literally a few feet away.  In BA, most seats do not have direct Aisle access - you have to climb over others.  Those that do have aisle access have zero privacy.  In American ALL business class seats have Aisle access. I dread flying BA's Biz product - but in some cases I have no choice.  BA management haven't improved their biz class in 20 years.  It shows, and it is quite simply awful."
1612804349-1517;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;Hong Kong to London Business Class terrible.  Aisle seat row 11 and seat next to it.  No privacy on either seat as internal seat so close when beds made up its like sleeping with a stranger if someone was in that seat.  Hate the handing of food through the petition.  Hate having to climb over people in the middle of the night to use bathrooms .... Shocking, wont fly them again (except we have to fly the return journey next week .... Ugh!
1612804349-1480;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;Seat is located near a Crew access hatch. There is high traffic through the hatch during the whole flight, and when the crew comes out of the access hatch they walk right into your legs if the light is off. Very unpleasant seat.
1612804289-67;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A321 (321) International;https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A321_C.php;"This was the most uncomfortable flight I ever had. The seat pitch is not suitable for anyone above 5'9"" and the headrest will not stay up and dig into your sholders. If the person in front of you reclines you we be breathing into the seat in front of you. The earphone jack does not work and the screens are of very poor quality."
1612804349-1387;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;"Calm seat and nice view on the wing, but cabin crew usually forgets you during service or hardly see you; plus, lots if noise from the kitchen area"
1612804349-1416;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;Only one toilet close to this seat and you need to go on the other side of aircraft. Gets busy before landing.
1612804333-725;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Three Class Layout 2;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200ER.php;Was not impressed with the service or the airline. We flew in club world and so many of the services were not available. Fast track security was busier than normal security, no priority boarding, seat broken, tv screen faulty, no choice of food, run out of beer and ice cream, etc etc
1612804349-1426;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;"Loved this seat. The upper deck for Club World is very quiet and private. I picked 53E because I didn't want to have to climb over anyone in the middle of the night on my LAX-LHR flight. The unrestricted aisle access is great and with the wall in front of you, the seat feels exceptionally private when the dividers are up. I also felt like the flight crew went out of their way to make sure I didn't feel ""forgotten"" in my little pod. Would definitely recommend this seat for anyone flying Club World."
1612804349-1588;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;I flew BA's A-380 from Washington/Dulles to London on 25th November (World Traveller Plus class) and it was one of the smoothest, quietest flights I've ever experienced - combine that with WTP's excellent leg-room and seat width and a top-notch cabin crew and the flight was a success all round. Even the boarding was more orderly than usual (simultaneous boarding of both levels using more or less parallel jetways from the Dulles terminal).
1612804349-1477;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;This seat was very noisy due to the crew congregating in the galley and spending all night talking and laughing without, seemingly, any effort to keep their voices down.
1612804322-472;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-8 (788);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php;If you are travelling economy, this must be one of the better seats as you have a vast amount of room to the side between the seat and the window - handy for bags etc.  Its not ideal if you like to lean against the window to sleep, but the leg room as a result of having no one to the right is very good and its easy enough to twist a little into a comfortable position.  The only negative is the arm rests do not fold entirely out of the way, but at least the seat has the full recline. On a 11 hour flight from Heathrow to Seoul, I didn't really notice the toilet and the proximity of the galley is a bonus if you want an extra drink or snack.  Also, have to say the BA cabin crew were superb throughout.
1612804340-884;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Four Class;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200.php;"It was the most disappointing business class experience. The bottom line is that BA had 8 business class seats in a row on this B77W from LHR to HKG while Cathay Pacific (the airline I flew on the HKG to LHR leg) operates the same plane with four seats in a row!!! 
The seats on BA are narrow, lack privacy (the face of a stranger next to me facing in the opposite direction was about 2 feet, 60 cm, from me) and don't even dream about any storage space (I couldn't find a flat surface to place my eyeglasses on, and I kept my water bottle on the floor under the seat). The footrest had to be operated manually. Again, the entire experience was so irritating that I didn't know whether I should complain or just laugh at it. The BA first class seats were more or less identical to Cathay Pacific's business class seats. 
Quite frankly, I have no idea how BA can get away with this. They certainly won't see me as a customer again."
