date|comment|rating|airline
|First time in new style cabin good experience. First time we had flown in Delta Comfort+ cabin. We were fortunate to be at the front of that particular cabin and the flight was not full. The service was excellent and choice of snack and drinks good. We had this booked as part of a round trip from London booked with Virgin…|50|Delta
|Great Service and Smooth Flights. Due to a flight schedule change we were bumped to a later flight for fear we wouldn’t make it through customs in time. We ended up making it through and the flight was delayed so we had time. Delta service was so helpful and gracious, put our whole party of 6 on standby to try…|50|Delta
|Greatest airline in the world!. After making plans six months ago to travel to Thailand in February 2020, we cancelled three days before our flight because of the coronavirus. My son's ticket was on Delta. My husband and I flew on Emirates out of Dulles. We had to take a loss on the Emirates tickets, but Delta…|50|Delta
|On Time- pleasant staff. Sadly, the only flight that gets my attention is a bad one. The staff was great. We were on time and there were no incidents. That is a great flight in my book.|50|Delta
|"Over The Wall. You don't have to remove shoes in Cancun,but my boarding pass disappeared in the X-Ray machine.Strange there was no seat assignment for me in""basic economy""-I just refuse to pay extra for a seat.I hadda get a seat at the desk,asked for and received an aisle without a…"|40|Delta
|Ohare is huge. Delta is a great airline. Ohare is a huge airport with plenty of food options. The flight Chicago to Boston is easy. Delta flight attendants are great.|40|Delta
|Great flight. Great flight. Nice and easy. You get a meal in first class on this flight. Very nice flight attendants. Chicago’s OHare is huge. Plenty of food options in the airport in Ohare. LaGuardi Delta opened part of the new terminal. It’s nice.|40|Delta
|Great airline. I love flying Delta. You can get low rates when you book the shuttle a month plus in advance. The Delta folks are always nice. First class is great. Difficult to get out of LaGuardia once you land with construction. Make you take a bus to the cabs. Uber is better most…|40|Delta
|Professional On-Time Service. From check-in to baggage claim areas - Delta soars above the rest when it comes to providing its customers with courteous, professional service regardless of what class you fly. This flight was on-time with its departure and arrival in Miami - including the Presidential TRF. One…|50|Delta
1 Helpful vote|Excellent service as always!. Even though we had a bit of a bumpy flight, the crew did a great job of keeping everyone updated on the status.|50|Delta
|Consistent and Courteous. I like to fly Delta because of their availability of flights and track record. The flight was on time and even arrived early both to and from Denver. I like the Delta Skymiles Club for downtime and grabbing a drink and food before a flight.|50|Delta
|Plain Plane Praise. Smooth flight, gracious attendants, interesting magazine, good options for snacks, We flew economy plus - which you don't have listed as an option. There was no in flight entertainment nor did I care.|50|Delta
2 Helpful votes|Great service!. Great flights both ways. Fight attendants were so accommodating, kind, courteous. The only need for improvement would lie in debarkation, especially in LV. It took nearly 20 minutes to get off the plane!|50|Delta
|On time or early -- my way to fly!. Each of my connecting flights to and from Washington DC were on time and we arrived to the receiving airports early. Enjoyed watching a movie on the Delta app and the option to have Cheez-Its for a snack!|50|Delta
|Consistently on time and courteous airline. I fly Delta airlines almost exclusively once or twice a year after trying a few of the other airlines a few times for slightly better prices. I have discovered that I prefer Delta as it is almost always on time and provides frequent updates and information with consistently…|50|Delta
1 Helpful vote|Paid more but still got a real tight seat. Flew from JFK to FCO, and with the cost of a checked bag got Premium Economy but didn't get much room. The 7Plus hours on and inside seat was pretty cramped and tight. The return trip on Alitalia was nicer. Will think hard about the next trip.|30|Delta
2 Helpful votes|Great service. I enjoy delta because i feel as though the seats are a little bigger and the space is accommodating especially when in economy. They gave out free headphones which i appreciated since i lost mine on the trip.|50|Delta
|Long Flight. I was on Delta operated by Air France on the way over and apart from the length of the flights it was well done. On the return on Delta I was upgraded to Comfort Class which made my return way more comfortable|50|Delta
|Never fly Delta. Had to cancel flight not asking for refund just credit like Southwest does. Will never fly Delta domestic again terrible airline. Funny thing is I forfeited full fare 3 days in advance. I am sure they will rebook seat make double in it|10|Delta
|HORRIBLE AND INEFFICIENT. I was unable to get any seat assignment on the outbound flight, and when I called for assistance, no one could figure out what went wrong or how to correct the issue. I was tossed from one operator to another. They were inefficient and frustrating. Ended up speaking with a…|10|Delta
|Bumped from Business Class. We normally book first class, but on Delta, there is no first-class to MBJ. The biggest problem we have is when a flight becomes unavailable due to weather mostly. We have had both. They then dump you on to another flight and then lose first-class or business class. There are…|20|Delta
1 Helpful vote|Pittsburg to Cancun. This flight was really good. Left a little late due to de-icing. Very nice plane 737-900. private video screen with free movies. Bring your own headphones, the free ones are not great.|50|Delta
|2 hour flight. Everything was smooth but they now just offer unhealthy snacks, saving money from the breakfast they used to serve I guess. We were 45 minutes on the runway coz of weather. Still it is better to travel in the morning. AA has moved its flight to 6.59 pm, not learning from the…|40|Delta
|So tired of rude Delta employees. Delta employees, especially in Atlanta, tend to be so rude and entitled, and do not you with problems, even if it’s their faults that there is a problem. They overcharge, and look for any little thing to charge you extra. I’m using up my skymiles and then I will not ever be…|10|Delta
|Delta One DL 0026. A Perfect Delta Flight Team from Incheon, Seoul to Atlanta made for a most relaxing and thoroughly delightful flight. From the gate agent Pang, the diligent, superb pilot and co-pilot, the personable purser William, the ever dedicated flight attendant Carlin, flight attendant…|50|Delta
1 Helpful vote|fight to cancun. Very courteous service and we were treated as if we were sitting in better than the economy section.|50|Delta
|FAY to ATL. As usual I like to take the early flight out of Fayetteville. The 0600 flight is normally packed, even with the larger plane. The agent at the gate was friendly and helpful as many people crowded her while trying to get passengers on the plane. The flight to Atlanta is very…|30|Delta
|RDU to DCA. Quick flight to the DC area to visit family. Very short flight was able to watch about 30 minutes of a movie. If you are a frequent flier of delta, I would recommend the lounge for a quick bite and drinking. Great area to hang out in while waiting on your flight. The crew…|40|Delta
|"Flight was late; connection too tight. Probably the worst flight ever. Delta was scheduled to leave Bogota at 11""40 pm, giving us more than 3 hours to make our connection at JFK for Detroit. It didn't depart until nearly two in the morning, and we landed in one of the worst airports I have ever experienced (and…"|10|Delta
2 Helpful votes|Delta Is Consistent. The flight to Melbourne went off without a hitch. On my return flight, I had to wait before I could go through security, as it didn't open until 6 pm. Anyway, the flight was delayed a bit, which is unusual for Delta. However, we were on our way fairly quickly and I did make my…|50|Delta
1 Helpful vote|Pretty good. Comfortable seats, good in flight entertainment and pleasant crew. Timely take off and early arrival at Heathrow.|40|Delta
|So, this is how you are supposed to be treated!!. From the start to the finish this was an amazing flight. Customer service from the gate to the Flight Attendands was top noch on this short flight from LAX to PVR. The seats were extremely comfortable as American Airlines thinks that there Business Class seats should feel like…|50|Delta
|Worst airline. dont ever take it American airlines only the lady said an hour late wait after the guy just said half hour wait so what is it an hour or a half hour or do they just pick a time litterly he said half hour lady comes on 2 minutes later and says an hour stupid|10|Delta
|FLL to JFK. everything was great plane left a few minutes early and we were early into JFK - flight was smooth - somehow they skipped our row for refreshments but eventually did bring them|40|Delta
|SRQ to CVG. Flight was over booked and they were offering $800 in gift cards to those that could take a later flight from SRQ or an additional $100 if you flew out of Tampa.|30|Delta
|Direct flight. Delta flight was fine. PUJ airport was good. The only problem was coming back to MSP at the airport. It took 90 minutes to get through customs. Not enough workers for the number of flights arriving.|50|Delta
|Literally the BEST customer experience ever!. I had literally the very best customer experience of my life with Delta. Due to a very stressful and scary experience in regards to my health, my husband and I had to cancel a recent flight quite suddenly. When I called customer service to sort out the details the agent I…|50|Delta
2 Helpful votes|Poorly planned and inconsistent service. There are no direct flights from STL to LHR, so I had to fly via Minneapolis. The weather wasn’t great, and the inbound flight to STL was delayed. At the start of boarding, I still had plenty of time for my connection, but slow boarding and de-icing caused me to get to…|20|Delta
|Huge Plane! Boarding in the Middle is so much easier!. This was a huge plane for a short flight. When you are in 40F, it is nice to board in the middle of the plane. I was disappointed to find the movie that I started on a previous flight was not available to finish on this flight. I do not understand why they are not in sync.|40|Delta
|Old Plane! Had its Issues!. In-flight entertainment was only available using your cell phone on this flight. I selected a movie to watch and thought I would finish it on the second flight, only to find out it was not available. Systems should be in sync or at least, what is available on the cell phone…|40|Delta
|Rude Gate Staff! Flight Delayed as we waited for another plane!. I was upgraded to First Class. Having never had this experience before, I went up to the Gate Attendant and asked if she was going to reprint my boarding pass. She then proceeded to announce the boarding of the plane and told me that I was going to have to wait until everyone…|30|Delta
|Very Accommodating Gate Staff!. Gate staff was very pleasant to work with as I had to have my seat assigned. He asked me whether I wanted an aisle or window. Nice flight!|40|Delta
|Trip to Bogota and back just wonderful. We used to travel with American because we go to Medellin to visit family and its straight flight from Miami-Medellin. We looked for some tickets for this trip and found Delta had a straight flight from ATL to Bogota Colombia so we decided to give it a shot we would only have to…|50|Delta
1 Helpful vote|Delta claims they're there to help with handicap assistance. A few weeks ago. This is a tough one. As I have put in a complaint on line-per their directions- and they are first now looking into reviewing it. So its difficult and will probably need an update later in hopes that they just don't say oh my we are so sorry that you had this…|20|Delta
1 Helpful vote|Delta stole my luggage. At check in the lady behind the desk was distracted and assisting multiple people at once as well as talking on the phone. In the middle of her helping my boyfriend and I check our bags she sent us to someone else to help us. We did not know what she had completed for us and…|10|Delta
|Orlando to Jackson Hole for winter Vacation .. We flew Delta from Orlando to Salt Lake and then Jackson Hole, WY. We also flew Delta from Jackson Hole to Atlanta, and then to Orlando, Fl. All flights were on time and pleasant experiences. I am not particularly fond of flying, never have been and never will. I fly…|40|Delta
|Wonderful trip. The flight was wonderful and non eventful. The Delta people were very nice, respectful and helpful. The employees went the ‘extra mile’ to make our trip comfortable and nice.|50|Delta
|Lenore. I remember her name because she had fabulous service. She was friendly and professional. The flight was a little over 3 hours and she made it feel like 3 minutes. Bravo to an exceptional flight crew.|50|Delta
1 Helpful vote|Great Airline. I fly Delta whenever possible. I like the professionalism and friendliness of the entire crew regardless of which class I am sitting.|50|Delta
2 Helpful votes|one of the few airlines that still serves free drinks and snacks on board. Delta is one of the few airlines that still delivers excellent customer service on so many levels. they are great with any issues you may have either at the gate or on the phone. the airplanes are pretty clean and modern. they still serve free drinks/ snacks even on short…|50|Delta
1 Helpful vote|Not impressed with PARTNER Crews...just not Delta Caliber.. Staff just doesn't cut it anymore. Delta USED to be SO professional. The past 4-5 flights I have taken I have found the flight attendants VERY lacking. They are loud amongst themselves, they tend to ignore the passengers (first class too). At one flight a late night flight,…|30|Delta
1 Helpful vote|Delta is consistently a winner for a reason.. My trip from Edinburgh was just as enjoyable as my trip there. There was a Flight Attendant named Bobbi who was an absolute delight. The other ladies were great but she really stood out. I try to fly with Delta whenever I can and it is always on my dime. I don’t travel for my…|50|Delta
|Short flight, everything was perfect. Just did a long weekend trip to Fort Lauderdale, we always fly business or first, but we used a buddy pass for this flight, so the best we could do was Delta comfort. It was perfect! Plenty of room in the overhead, plenty of legroom, and a smooth, non-eventful flight.|50|Delta
|Great flight. It was a great flight. Got out of Atlanta a little early and made it on time. Checked my bags and they were there on the carousel when I went to baggage claim. Overall a good flight|50|Delta
|Undisclosed. I had such a nice experience it seemed like. Then found out that the 24 hour cancellation policy doesnt apply to me. The agent never disclosed the full price of my cart over the phone, or that the evoucher may leave me without that 24 hour buffer. Feeling a little deflated…|20|Delta
1 Helpful vote|Delta does RDU. I'm always relieved when I'm able to find flights on Delta. I wish their options from CVG were more competitive but I still prefer to pay a little extra to fly with them.|40|Delta
|easy. easy no issues on time what needs to be said about a flight long lines at Atlanta to get thru customs glad we have global entry no line there|50|Delta
|tryed to go early but no unless emergency. i tried to go early because seats on earlier flight. they said no..i had to wait. i was business class with gold statis.. my plane ended up being late and i almost missed my international flight to paris.. why not help and if there is room let people go....??? shame on you…|10|Delta
1 Helpful vote|Good flight.. Nice flight. We departed on time, and arrived on schedule. Staff on the first leg of our flight were exceptionally personable. Actually ordered food, and had a chicken roll up. Can't remember the last time I paid for food on a plane, but it was good and I'd consider doing…|50|Delta
|Comfortable. I love the in free in flight movies. The seats were very comfortable. All of the staff was friendly. I would fly Delta again !|50|Delta
|Coming or going Delta always the best. Delta offers a direct flight to DTW from CHA. It is so convenient and quick. The flight is always pleasant. Imgine flight attendants always smiling and being courteous and professional. Delta has them. This airline is my go to and when I can't fly with them I miss the experience.|50|Delta
|Very accommodating for husband with broken leg... Delta was great to fly with and I'm looking forward to flying with them again soon. They were extremely accommodating with my husband who was flying with a broken leg. Service was excellent.|50|Delta
|Upgrading next time. The staff was very friendly. Our flight to Memphis was not bad. We left on a Wednesday so the airplane was pretty empty and we were not squished all three of us in one row. Our flight back from Atlanta to Sacramento was a nightmare. We left on a Sunday and it was packed! I was…|40|Delta
|Usually pretty good, reliable airline. Normally, we have good experiences flying Delta - they are typically on time, staff at the gate and on board are courteous, and they are informative. A recent flight from RDU to ATL, though, the gate agents were frazzled due to the aircraft being late incoming (due to mechanical…|40|Delta
1 Helpful vote|Awesome flight. Love Delta, everyone is so professional and courteous. Always smiling. Always on time great service. No luggage issues. Service service service. I actually have stopped flying American and United to many issues delayed overbooked flights. Tired of American Airlines time out…|50|Delta
|Rude and annoying. I fly delta about every six weeks. When I do so with my tiny emotional support dog, not only do I submit all the paperwork before hand and get approved but they are the ONLY airline who does not allow you to check in online. I get it, they want to physically see the animal, so I…|10|Delta
|Aruba vacation. Great flight great service quick and assist you quickly. Really nice I think We’re on schedule it sets a great time for the rest of your day these airports are very busy and it was nice though to have it together.|50|Delta
|excellent, as usual. Unfortunately, had to fly via JFK (NYC) to get to Florida. this is a destination we fly several times a year. It's always excellent, thougfh I prefer the shorter route via ATL. I judge a restaurant by their house wine - a good restaurant will not serve a crappy house wine.…|40|Delta
|Terrible service, flight delayed by 6 hours because no backup pilot crew available. Our flight was initially scheduled to be pushed from the gate at 8:12am and arrival at St. Thomas 13:10 local time. Everything was on schedule and around 8:05 doors were closed. First delay happened however right at that moment passenger at 22C decided that he want to leave the…|10|Delta
2 Helpful votes|Delta Comfort + leaves a lot to be desired. This is a fair distance flight so paid extra for Comfort +. Only got one drink service and one snack. This was a first flight of the day! 600 am. The seat and tray table were both smeared with something sticky. The seat pocket had a layer of crumbs that stuck to my phone and…|30|Delta
2 Helpful votes|Flight. Average plane, Food was horrible Uncomfortable seats Staff was nice but not their fault for age of airplane|30|Delta
|Terrible airline. Delta Airlines was a good airline but recently has gone way down hill and is terrible. As Diamond member for several years they could careless and treat you like crap. I’m changing Airlines as there are much better airlines with lower airfare. I absolutely don’t recommend Delta.|10|Delta
|Pleasure flying with Delta Airlines. I have flown with a lot of the different airlines and due to the last two trips I’ve flown with Delta, I will never fly with another airlines. Fantastic personal, friendly, accommodating and professional. Delta can truly be proud of there service and personal. That’s saying a…|50|Delta
|Transatlantic Flights. Delta and it's partner KLM is the way to fly across the Atlantic. All of Delta's hubs (DTW and ATL etc...) are great. The Lounges are great as well. And once in AMS the option of KLM partner lounges are perfect when you are waiting for connecting flights. Thank you Delta!|50|Delta
1 Helpful vote|On Time Airline. We had a very smooth flight from Rochester to Charlotte on the first leg of our flight to Ft. Lauderdale and then on to a Princess 10 day Cruise to Panama. Good seats, very comfortable and had screen in front of us for movies, games etc.|50|Delta
1 Helpful vote|"Direct Flights. The flight was convenient and on time. My husband is 6'7"" and there were seats available with more leg room, but they didn't allow him to move. The flight back the fellow at the gate took one look at him and moved our seats without even asking!"|30|Delta
|Consistently Good. Always on time. Good scheduling. Very nice flight attendants. Good values if your times/dates are flexible.i I take Delta whenever I can|50|Delta
|Always the Right Choice. Delta is an airline that has never let me down and this trip to Boston was one of the reasons it is my first choice. Not only was I able to get a direct flight, the cost was lower than all other carriers and the service was outstanding once again.|50|Delta
|Nice flying experience. Very friendly and helpfull flight attendants. The food was good and was served nice and hot. I would definately fly Delta again.|50|Delta
1 Helpful vote|On Time Airline. We had a very smooth flight from Rochester to Charlotte on the first leg of our flight to Ft. Lauderdale and then on to a Princess 10 day Cruise to Panama. Good seats, very comfortable and had screen in front of us for movies, games etc.|50|Delta
1 Helpful vote|"Direct Flights. The flight was convenient and on time. My husband is 6'7"" and there were seats available with more leg room, but they didn't allow him to move. The flight back the fellow at the gate took one look at him and moved our seats without even asking!"|30|Delta
|Consistently Good. Always on time. Good scheduling. Very nice flight attendants. Good values if your times/dates are flexible.i I take Delta whenever I can|50|Delta
|Always the Right Choice. Delta is an airline that has never let me down and this trip to Boston was one of the reasons it is my first choice. Not only was I able to get a direct flight, the cost was lower than all other carriers and the service was outstanding once again.|50|Delta
|Nice flying experience. Very friendly and helpfull flight attendants. The food was good and was served nice and hot. I would definately fly Delta again.|50|Delta
1 Helpful vote|On Time Airline. We had a very smooth flight from Rochester to Charlotte on the first leg of our flight to Ft. Lauderdale and then on to a Princess 10 day Cruise to Panama. Good seats, very comfortable and had screen in front of us for movies, games etc.|50|Delta
1 Helpful vote|"Direct Flights. The flight was convenient and on time. My husband is 6'7"" and there were seats available with more leg room, but they didn't allow him to move. The flight back the fellow at the gate took one look at him and moved our seats without even asking!"|30|Delta
|Consistently Good. Always on time. Good scheduling. Very nice flight attendants. Good values if your times/dates are flexible.i I take Delta whenever I can|50|Delta
|Always the Right Choice. Delta is an airline that has never let me down and this trip to Boston was one of the reasons it is my first choice. Not only was I able to get a direct flight, the cost was lower than all other carriers and the service was outstanding once again.|50|Delta
|Nice flying experience. Very friendly and helpfull flight attendants. The food was good and was served nice and hot. I would definately fly Delta again.|50|Delta
1 Helpful vote|On Time Airline. We had a very smooth flight from Rochester to Charlotte on the first leg of our flight to Ft. Lauderdale and then on to a Princess 10 day Cruise to Panama. Good seats, very comfortable and had screen in front of us for movies, games etc.|50|Delta
1 Helpful vote|"Direct Flights. The flight was convenient and on time. My husband is 6'7"" and there were seats available with more leg room, but they didn't allow him to move. The flight back the fellow at the gate took one look at him and moved our seats without even asking!"|30|Delta
|Consistently Good. Always on time. Good scheduling. Very nice flight attendants. Good values if your times/dates are flexible.i I take Delta whenever I can|50|Delta
|Always the Right Choice. Delta is an airline that has never let me down and this trip to Boston was one of the reasons it is my first choice. Not only was I able to get a direct flight, the cost was lower than all other carriers and the service was outstanding once again.|50|Delta
|Nice flying experience. Very friendly and helpfull flight attendants. The food was good and was served nice and hot. I would definately fly Delta again.|50|Delta
1 Helpful vote|On Time Airline. We had a very smooth flight from Rochester to Charlotte on the first leg of our flight to Ft. Lauderdale and then on to a Princess 10 day Cruise to Panama. Good seats, very comfortable and had screen in front of us for movies, games etc.|50|Delta
1 Helpful vote|"Direct Flights. The flight was convenient and on time. My husband is 6'7"" and there were seats available with more leg room, but they didn't allow him to move. The flight back the fellow at the gate took one look at him and moved our seats without even asking!"|30|Delta
|Consistently Good. Always on time. Good scheduling. Very nice flight attendants. Good values if your times/dates are flexible.i I take Delta whenever I can|50|Delta
|Always the Right Choice. Delta is an airline that has never let me down and this trip to Boston was one of the reasons it is my first choice. Not only was I able to get a direct flight, the cost was lower than all other carriers and the service was outstanding once again.|50|Delta
|Nice flying experience. Very friendly and helpfull flight attendants. The food was good and was served nice and hot. I would definately fly Delta again.|50|Delta
1 Helpful vote|On Time Airline. We had a very smooth flight from Rochester to Charlotte on the first leg of our flight to Ft. Lauderdale and then on to a Princess 10 day Cruise to Panama. Good seats, very comfortable and had screen in front of us for movies, games etc.|50|Delta
1 Helpful vote|"Direct Flights. The flight was convenient and on time. My husband is 6'7"" and there were seats available with more leg room, but they didn't allow him to move. The flight back the fellow at the gate took one look at him and moved our seats without even asking!"|30|Delta
|Consistently Good. Always on time. Good scheduling. Very nice flight attendants. Good values if your times/dates are flexible.i I take Delta whenever I can|50|Delta
|Always the Right Choice. Delta is an airline that has never let me down and this trip to Boston was one of the reasons it is my first choice. Not only was I able to get a direct flight, the cost was lower than all other carriers and the service was outstanding once again.|50|Delta
|Nice flying experience. Very friendly and helpfull flight attendants. The food was good and was served nice and hot. I would definately fly Delta again.|50|Delta
1 Helpful vote|On Time Airline. We had a very smooth flight from Rochester to Charlotte on the first leg of our flight to Ft. Lauderdale and then on to a Princess 10 day Cruise to Panama. Good seats, very comfortable and had screen in front of us for movies, games etc.|50|Delta
1 Helpful vote|"Direct Flights. The flight was convenient and on time. My husband is 6'7"" and there were seats available with more leg room, but they didn't allow him to move. The flight back the fellow at the gate took one look at him and moved our seats without even asking!"|30|Delta
|Consistently Good. Always on time. Good scheduling. Very nice flight attendants. Good values if your times/dates are flexible.i I take Delta whenever I can|50|Delta
|Always the Right Choice. Delta is an airline that has never let me down and this trip to Boston was one of the reasons it is my first choice. Not only was I able to get a direct flight, the cost was lower than all other carriers and the service was outstanding once again.|50|Delta
|Nice flying experience. Very friendly and helpfull flight attendants. The food was good and was served nice and hot. I would definately fly Delta again.|50|Delta
|vacation flights. All flights were on time and seats were very comfortable. The television for each seat made time move very quickly.. I was able to watch the NFL playoff games live..really appreciated that.|50|Delta
|Consistently excellent service. Having flown with Delta quite a bit, my July flight to LAX was another example of the consistently excellent service I've come to expect. The app makes every element of travel easy, from check-in to boarding; the service is excellent across the board, from the gate agents to the…|50|Delta
1 Helpful vote|Getting Home from Fort Myers, Fla.. I did the usual rush to the airport so I would have ample time to make it through TSA. Delta had a skeleton crew taking care of the elitists only and Delta didn't have anyone to wait on regular flyers. People had to complain for an employee to begrudgingly pick up the phone to…|30|Delta
|Flew back from Bermuda on Delta after sailing 750 miles from Marion, MA.. Flew back from Bermuda on Delta after sailing (racing) 750 miles from Marion, MA on a friends sailboat. Although had spent a significant time traveling overseas, I had never been to Bermuda prior to this and i will give it 5 stars indeed. It is a magical and beautiful place. …|40|Delta
|Very pleasant flight. Delta improved a lot. Much better than UAL and AA. First class is pretty comfortable. Even it is a very long flight, approximately 14 hours and 20 minutes, was comfortable and easy flight. Only turbulence was when we were flying over Ecuador line which we are told can not be…|40|Delta
|They've upped their international game. We used Delta for portions of our January 2020 trip. We traveled in Main Cabin economy. We were pleasantly surprised as they have upped their game probably to match other mid east and Europe airlines. Food, beverage and entertainment service was good for economy. Seats were…|40|Delta
2 Helpful votes|Friendly and Punctually. Seats and toilets were quite decent and clean though the 767 aircraft is over 20 years old. The crew was very friendly and keep asking passengers whether they fancy a drink or a snack throughout the entire flight.|50|Delta
|Screwed by Delta. Day before trip Delta switched my seat within 1st class. 5 minutes before boarding, switched to coach. Gate agent was threatening, rude and condescending refused to discuss how my paid 1st class seat (reserved 2+ months before) could be canceled. He claimed someone paid more for…|10|Delta
1 Helpful vote|Gate staff use profanity and treated me so poorly. Staff is extremely unprofessional, Gate check gentleman swore at my husband, they make no eye contact and are extremely horrible at customer service. Im will not spend any more money on this ridiculously rude and ignorant company and the people they staff. I have never been…|10|Delta
1 Helpful vote|Delayed Flight. Unreal.... Delta flight 5744 scheduled to leave Las Vegas at 5:44pm. The plane had not left San Jose as of 5:44pm to arrive in Las Vegas. So Delta knew very well this flight was going to be delayed but did not inform passengers until 5:08pm (1 minute to boarding) that the flight…|20|Delta
|Horrible Customer Service and Expense Baggage Check. The tickets we purchased online would only allow you to pick your seats 24 hours in advance When you log in to the Delta site you are given the option to upgrade your seat for $30.00 per person. When we boarded the plane and this is no exaggeration there were maybe 35 people on…|20|Delta
|Clean, Courteous, & Helpful. Airline travel always has downsides - small seats, limited views, and large crowds. However, we were pleasantly surprised by the cleanliness of the space and the helpfulness of the crew. Definitely one of my more pleasant economy flights.|50|Delta
1 Helpful vote|Delay all the time. Delta is a bad choice. This is our second time to travel with delta. We experienced delay again. We will not go with the airline again.|10|Delta
|Boston to Lisbon round trip on Delta. I traveled to Portugal in Aug 2019 with my family, along with my husband, two young children and my mother-in-law. First of all, it was great to have the option of flying directly to Lisbon since connections can always add an extra burden when traveling with children. The flight…|40|Delta
1 Helpful vote|Travel went smooth, but small seats. The trip went smoothly. The app was really nice to view where my bags at all times. The in-flight entertainment was enjoyable. My only complaint is that the seats are too small|40|Delta
|Horrible Customer Service and Expense Baggage Check. The tickets we purchased online would only allow you to pick your seats 24 hours in advance When you log in to the Delta site you are given the option to upgrade your seat for $30.00 per person. When we boarded the plane and this is no exaggeration there were maybe 35 people on…|20|Delta
|Clean, Courteous, & Helpful. Airline travel always has downsides - small seats, limited views, and large crowds. However, we were pleasantly surprised by the cleanliness of the space and the helpfulness of the crew. Definitely one of my more pleasant economy flights.|50|Delta
1 Helpful vote|make sure they tag your strollers at the gate for check!. We travelled from DTW to CUN for the first time with our 6 month old baby. My husband always flies delta (holds a freq flyer card with them) so I felt confident delta was the right choice for my husband and baby. We brought a stroller and planned to check it at the gate (we told…|30|Delta
|Flight experience. The seats in Delta are very comfortable. Roomy as airplanes seat can be. WiFi access is also a nice touch. I have decided as I travel a fair bit that Delta will be my only Airline I use. I was lucky on the last leg of my travels to be selected to move up to first class. A first…|50|Delta
|On time, smooth experience, nice onboard game/entertainment features. Actually two flights JFK to Houston (Jan 2) and Austin to Syracuse (Jan 7) Both on Delta. Visiting friends and family. To begin traveling, had taken Amtrak from Syracuse to NYP in late January.|40|Delta
|nonstop to HI. really enjoyed the flight., Inflight service was great. Stewards/stewardess were very helpful and accomadating. The flight itself was smooth and without major event. Inflight movies and entertainment was also very good.|40|Delta
|Good Flight, Helpful Customer Service. The flight was fine. Had to make a last-minute change to reschedule my flight which was seamless thanks to customer service. Will fly again|40|Delta
|Excellent service, attentive and friendly.. Best flight ever from the staff at the airport to the above wing crew. Attendants were friendly, pleasant and helpful. Thank you Delta for another great flight!!!|50|Delta
2 Helpful votes|First Class Service. With first class comes Sky Priority, which allows you to greatly expedite your departure. The food and service onboard are exceptional|50|Delta
2 Helpful votes|Air SAUNA. I have no doubt that it was my worst flight I´ve ever taken. This fligt takes almost 5 hours and the air conditioner was not working. The crew asked us not to open the curtains, otherwise the sun would keep the aircraft more warm. The company didn´t do anything. I mean: They…|10|Delta
|we like delta but.... love their seats and entertainment system. we took flight from sjd- jfk with stop in Atlanta. which was delayed, not a problem they text us and we were in lounge so we were comfortable. there were no water bottles on mine and my husbands seats and no blankets FA was like ,…|40|Delta
1 Helpful vote|Better than on-time performance but I sure wish thee were more legroom!. Kudos to Delta-when the plane was loaded, the door was closed and we departed 30 minutes early...actually arrived at connecting airport (Detroit) 45 minutes early. This allowed me to make my connecting flight on time. The second leg was operated by AeroMexico and my rating…|40|Delta
|Always good experience when flying delta. In my experiences Delta is consistently a notch above the other airlines. The flight attendants are always nice & well groomed. The planes are clean & the leg room & seats are comfortable. They provide good free entertainment along with snacks & non alcoholic beverages. Even…|40|Delta
|Better Than Most. Let's face it. Unless you pay exorbitant fares for First Class, you are essentially in a cattle car. As airlines go, Delta tends to be better than most and this is based on a few trips with them. 1. They actually got me to my destination on time, without causing my blood…|40|Delta
|Not convinced of flying again in Delta. I find that Delta planes are extremely tiny. The space between seats is claustrophobic. The snacks are terrible and food for purchase is just more snacks. I really don't get it. Even in delta one…|30|Delta
1 Helpful vote|Great Flight Crew. The only complaint I have is re: comfort. I upgraded to 'comfort plus'. There was plenty of leg room, but the seats have no lumbar support. On a short flight this might have not been a problem. This flight was over 2 hours, and my back hurt for a day or two afterwards.|40|Delta
|Flight from LaGuardia to Fort Myers Airport for winter vacation in Florida. Very nice flight. Left a little late but still arrived on time at Ft. Myers Florida on time. Flight attendant was very professional' Will definitely use them again.|40|Delta
2 Helpful votes|Great Service. Pilot was friendly, came out of the cockpit to speak with us while boarding and introduced the flight crew. I haven’t seen a pilot out that much personal effort into the passengers before. The flight crew was great, keeping the drinks flowing and the snacks coming. The flight…|50|Delta
1 Helpful vote|Great airline. I love Delta. I fly for work, a lot. Typically 3 weeks out of the month and airlines travel is important to me. Delta is my go to airline. They are on time consistently. Much better than the other airlines. In fact, I have flown them for 6 months and experienced my first…|50|Delta
1 Helpful vote|Flight from Atlanta, Georgia to Salt Lake City, Utah. We flew from Atlanta to Salt Lake City January 20, 2020. Our flight itinerary had changed and we still had the same seat numbers, yet this planes seating was different enough that they set you against the wall of the restroom....MISTAKE....what a long flight in an uncomfortable…|40|Delta
2 Helpful votes|Very Inefficient Loading of Plane. I could not believe how poorly this flight was managed. The plane was full, and IMHO LAX staff should have anticipated that way too many carry-on would be brought aboard the aircraft. Did the LAX staff even try to get people to check their carry-on bags? No. The net effect…|20|Delta
